testo_pulito;count
somministrazione intramuscolo;1
somministrazione intramuscolare;1
somministrazione insulina scuola;1
somministrazione insulina bambini nelle scuole;1
somministrazione insulina  e monitoraggio glicemico;1
somministrazione insulina ;1
somministrazione infusioni endovena o ipodermo;1
somministrazione infusione;1
somministrazione in infusione terapia endovenosa;1
somministrazione nutrizione artificiale;1
somministrazione terapia farmacologica orale e intramuscolo;1
somministrazione terapia farmacologica ed idratante;1
somministrazione terapia farmacologica;1
somministrazione terapia ev sc im;1
somministrazione terapia ev im sc idratazione per via sottocutanea;1
somministrazione terapia ev e sc;1
somministrazione terapia ev e o im;1
somministrazione terapia ev  sc ;1
somministrazione terapia endovenosa sottocutanea;1
somministrazione terapia endovenosa intramuscolare;1
somministrazione terapia endovenosa in infusione;1
somministrazione terapia  ev  sc  im  os ;1
somministrazione terapia endovenosa  sottocutanea  intramuscolare;1
somministrazione terapia endovenosa  flebo  sottocutanea;1
somministrazione terapia endovenosa  antibiotico trp o idratazione sottocute ;1
somministrazione terapia e verifica dell esito;1
somministrazione terapia e v;1
somministrazione terapia e  sc;1
somministrazione terapia antibiotica i m ed e v ;1
somministrazione terapia antibiotica ev;1
somministrazione terapia antibiotica endovenosa;1
somministrazione terapia antibiotica;1
somministrazione terapia  taid ;1
somministrazione terapia endovenosa e sottocute;1
educazione a corretti stili di vita;1
educazione a corretta applicazione delle indicazioni farmacologiche o terapeutiche affidate al care giver;1
educazione a care give per gestione catetere vescicale a domicilio;1
educazione  trasferimento competenze caregiver;1
educazione  trasferimento competenze;1
educazione  terapeutica;1
educazione  teorica e pratica attivita nursing;1
educazione  supporto cg e familiari;1
educazione  supporto caregivers;1
educazione  supporto caregiver;1
educazione  sanitaria care giver;1
zusammenarbeit mit den sozialdiensten;1
educazione  in quasi tutte le categorie ;1
educazione  e supporto care giver;1
educazione  corretta gestione delle derivazioni urinarie ;1
educazione  colloquio addestramento;1
educazione  colloquio  nursering e addestramento;1
educazione  care giver;1
educazione  alvo ed esecuzione clismi;1
educazione  addestramento al care giver;1
educazione  addestramento  care giver;1
educazione  addestramento;1
educazione   sanitaria;1
educazione  pte diabetico e altro tipo ;1
educazione al caregiver nelle varie situazioni;1
educazione al caregiver mobilizzazione e prevenzione;1
educazione al caregiver e paziente nella gestione sintomi refrattari  gestione intima sottocutanea  terapia sottocute  ecc ;1
educazione al caregiver e paziente;1
educazione al caregiver alla gestione paziente;1
educazione al caregiver  familiari;1
educazione al care giver utilizzo presidi;1
educazione al care giver mobilizzazione e prevenione;1
educazione al care giver gestione tacheostomia;1
educazione al care giver gestione peg;1
educazione ai famigliari terapia s c;1
educazione a pazienti e caregiver;1
educazione ai fae caregiver;1
educazione ai cg;1
educazione ai caregiver  famigliari ;1
educazione ai caregiver;1
educazione ai care giver riguardo la gestione della nutrizione a domicilio;1
educazione addestrato care giver;1
educazione addestramento pazienti caregiver;1
educazione addestramento gestione device;1
educazione addestramento del caregiver;1
educazione addestramento care givers;1
educazione addestramento care giver;1
educazione ai famigliari relativo a terapie anticipate  medicazioni  gestione delle adl paziente con disabilità o allettamento;1
ed counseling respirazione   ossigeno terapia;1
ed counseling alimentazione    disfagia   peg;1
ed counselig gestione ldp   ulcere trofiche     lesioni chirurgiche;1
ed  care giver gestione stomie;1
e c g ;1
e c g;1
drenaggio vari;1
drenaggio toracico addominale;1
drenaggio lesioni;1
drenaggi gestione peg  e tracheo;1
drenaggi addominali;1
educazione   profilassi;1
dolore cronico;1
dokumentation;1
documentazione infermieristica;1
documentazione e piano di assistenza;1
documentazione e piano assistenza;1
documentazione e paiano assistenza;1
distribuzione materiale per medicazioni o terapie varie;1
disinfezione;1
discussione caso con altri professionisti coinvolti;1
dimissioni protette;1
dilatazioni uretrali;1
domande circolari sistemiche;1
educazione   prevenzione;1
educazione   addestramento;1
educazionale care giver;1
educazionale a familiari e assistenti private;1
educativi ai familiari su posture  movimentazioni;1
educare indirizzare famigliari e care giver all usi corretto di tecniche per il posizionamento attivo e passivo;1
educare il care;1
educ terap in relazione ai bisogni assistito  caregiver;1
educ sanitaria;1
educ sanit  lal pz e contesti per gestione pz fragili e complessi a domicilio  prevenzione di lc cadute   ed eventi avversi;1
edt in relazione ai bisogni assistito care giver;1
ed counseling terapeutico;1
edicazione sanitaria ambulatori infermieristici stomizzati;1
edicazione del care give;1
edicazione;1
edeucazione al care giver alla prevenzione udp;1
edaucazione sanitaria;1
ed sanitaria care giver e familiari;1
ed sanitaria al pz e al care giver;1
ed sanitaria al contesto;1
ed sanitaria al caregiver;1
ed sanitaria ai familiari;1
ed san ;1
ed gestione catetere vescicale   uro colonstomie   drenaggi;1
edizione sanitaria;1
educazione alla sostituzione sacca stomia enterale;1
educazione alla rilevazione dei parametri vitali;1
educazione alla prevenzione udp;1
educazione alla prevenzione rischio cadute;1
educazione alla prevenzione di lesioni da pressione;1
educazione alla prevenzione di ldp;1
educazione alla prevenzione delle lesioni;1
educazione alla prevenzione delle ldp;1
educazione alla postura preventiva per gli edemi declivi;1
educazione alla postura mobilizzazione;1
educazione alla postura del pz;1
educazione al caregiver presidi assistenziali;1
educazione alla mobilitazione del paziente e all igiene;1
educazione alla gestione terapia;1
educazione alla gestione stomia;1
educazione alla gestione peg;1
educazione alla gestione di vari dispositivi;1
educazione alla gestione di una terapia;1
educazione alla gestione di stomie;1
educazione alla gestione di sonde e drenaggi;1
educazione alla gestione di peg stomie;1
educazione alla gestione di cateteri;1
educazione alla gestione delle varie procedure;1
educazione alla persona su prestazioni e stili di vita;1
educazione clismi;1
educazione caunceliing;1
educazione carne giver;1
educazione cargiver al nursing;1
educazione carergiver;1
educazione caregiver utente;1
educazione caregiver terapia infusiva npt;1
educazione caregiver prevenzione lesioni;1
educazione caregiver e utente;1
educazione caregiver e familiari;1
educazione caregiver alla corretta somministrazione della nutrizione e ferale;1
educazione alla terapia;1
educazione care giver x aspirazioni tracheali;1
educazione care giver gestione nutrizione artificiale;1
educazione care giver colloqui;1
educazione care giver  pz;1
educazione care giver  mobilizzazione  profilassi   ;1
educazione care giver  famigliare  paziente;1
educazione care give;1
educazione caragivers;1
educazione autocura e care giver;1
educazione alle posture mobilizzazione;1
educazione alle mansioni dei care giver;1
educazione alle abitudini e stili di vita;1
educazione caregiver alla corretta mobilizzazione postura paziente;1
educazione all integrità cutanea  medicazione;1
educazione all assunzione della terapia;1
educazione all assistenza di base;1
educazione all  igiene della stanza;1
educazione al pz o al caregiver;1
educazione al pz e o care giver;1
educazione al pz e cargiver;1
educazione al pz e care giver;1
educazione al pz caregiver;1
educazione al pz;1
educazione al paziente familiari rispetto a determinate procedure;1
educazione alla gestione delle npt;1
educazione al paziente e al care giver;1
educazione al gare ghiver;1
educazione al csregiver al riconoscimento di alterazioni e complicanze;1
educazione al corretto utilizzo degli ausili e della mobilizzazione del paziente;1
educazione al carg ghiver;1
educazione al caregiver x terapie edispositivi;1
educazione al caregiver utilizzo presidi;1
educazione al caregiver trasferimento competenze;1
educazione al caregiver sulla prevenzione delle lesioni cutanee;1
educazione al caregiver su mobilizzazione e postura;1
educazione al caregiver su gestione mobilizzazione;1
educazione al paziente e al caregiver;1
educazione alla gestione delle dermatiti da pannolino;1
educazione alla gestione della terapia e riconoscere dei sintomi non controllati;1
educazione alla gestione della terapia;1
educazione alla gestione della stomia;1
educazione alla gestione della sacca npt;1
educazione alla gestione della peg e cambio peg;1
educazione alla gestione della peg;1
educazione alla gestione dell utente allettato  igiene;1
educazione alla gestione del sng;1
educazione alla gestione del pz;1
educazione alla gestione del cateterismo vescicale;1
educazione all uso di presidi e ausili vari;1
educazione alla gestione;1
educazione alla famiglia sulla conduzione di uno stile di vita sano;1
educazione alla famiglia sul monitoraggio e gestione di problemi attivi e sulla prevenzione;1
educazione alla famiglia e pz;1
educazione alla famiglia caregivers;1
educazione alla estione della terapia endovenosa e del catetere venoso peiferico e infusione endovenosa di terapia idratante;1
educazione alla cura della persona per la prevenzione di ldp;1
educazione alla cura della persona;1
educazione alla cura della cute;1
educazione alla corretta mobilizzazione per la prevenzione delle lesioni cutanee;1
educazione all utilizzo e gestione di presidi;1
educazione all utilizzo apparecchi per la respirazione;1
educazione alla gestione del catetere vescicale;1
controllo dei sintomi fatmacologico;1
controllo dei sintomi disturbanti;1
controllo dei parametri;1
controllo dei accessi venosi  pic  midline ;1
controllo decubito;1
controllo cute;1
controllo cutaneo;1
controllo crociato con medico pretrasfusionale;1
controllo compliance terapeutica;1
controllo cateteri centrali;1
controllo catetere vescicali;1
digiunostomie;1
controllo bilancio liquidi;1
controllo assunzione terapia farmaci;1
controllo alvo e clisteri evacuativi;1
controllo alvo;1
controllo aderenza terapeutica;1
controllo accesso venoso periferico;1
controllo  monitoraggio sintomi;1
controllo  medicazioni peg;1
controllo  medicazione peg;1
controlli parametre vitali;1
controlli di parametri vitali;1
controllo catetere;1
controllo parametri   pa spo fc tc stick diuresi ;1
controllo pa;1
controllo ostomie;1
controllo nutrizionale;1
controllo medicazioni sng;1
controllo inr x terapia coumadin;1
controllo inr;1
controllo glicemie;1
controllo glicemico in paziente diabetico;1
controllo glicemia hgt;1
controllo glicemia;1
controllo dei valori vitali;1
controllo e visita con il medico di riferimento;1
controllo e sostituzione acqua peg;1
controllo e misurazione dei  parametri vitali;1
controllo e medicazione accessi venosi centrali;1
controllo e gestione stomie  tracheostomie  peg urostomie  nefrostomie  ;1
controllo e gestione peg;1
controllo e gestione alimentazione patenterale;1
controllo drenaggio;1
controllo drenaggi ureterali e chirurgici;1
controllo diuresi;1
controllo diabete stix;1
controllo di sintomi dolore  dispnea sintomi gastroenterici;1
controllo farmaci a domicilio;1
consulenze domiciliari con medici soecialisti;1
consulenze con medico palliativista;1
consulenze con altri professionisti referenti del caso;1
consulenze a familiari e badanti riguardante la gestione dei pazienti;1
consulenza sviluppo emotivo;1
consulenza sonno veglia;1
consulenza relazione con assistito e caregiver;1
consulenza per accesso ai vari servizi;1
consulenza infermieristica;1
consulenza a caregiver   badante per l  assistenza;1
consulente ed educatore nei confronti della famiglia;1
controlli del inr;1
consigliazioni;1
consigli nutrizionali  di mobilizzazione e aiuto nell  utilizzo dei presidi e addestramento;1
consematerialj;1
conselling;1
consegna presidi sanitari e farmaceutici;1
consegna presidi  nutrizionali ;1
consegna materiali;1
consegna farmaci specialistici;1
consegna e ritiro materiale;1
consegna e ordine farmaci materiale;1
consegna domiciliare farmaci presidi;1
consuelling assistenziale;1
controlli dei parametri;1
controlli  misurazione dei parametri vitali  e preparazione supporto medicinali   controllo e consiglio nel prendere le terapie orali;1
contatto telefonico;1
contatto con rete sociale;1
contatto con il mmg;1
contatti via mail con servizi e mmg;1
contatti telefonici pazienti e medici;1
contatti telefonici con utenti;1
contatti tel  email vis congiunte con tutte figure professionali in presenza  on line;1
contatti rete dei servizi;1
contatti mmg;1
consulenze telefoniche;1
contatti con rete sanitari es pua ospedali limitrofi o fuori provincia;1
contatti con ospedali periferici fuori distretto fuori regione;1
contatti con mmg assistenti sociali caregiver;1
contatti con la rete familiare;1
contatti con la rete dei servizi;1
contatti con la rete;1
contatti con i mmg;1
contatti altri operatori medici;1
contatti  e rapporti con varie figure professionali;1
consuntivazione;1
consulting medici medicina generale;1
consultazione parenti i per i pazienti;1
contatti con servizi territoriali;1
cure igeniche;1
cura ldp;1
cura igiene dell assistito;1
cura gastrostomia percutanea;1
cura e lavaggio poth a cath   picc e midline;1
cura e igiene di peg;1
cura delle lesioni da pressione;1
cura delle lesioni cutanee;1
cura della documentazione;1
cura colonstomie;1
cura cattetere vescicale;1
controllo parametri p a    t c ;1
criteri evacuativi;1
crismi evacuativi;1
crismi di evacuazione ed educazione alla gestione dell alvo;1
crisma;1
creazione relazione di fiducia;1
couseling familiare;1
counselng;1
counselling telefonico;1
counselling stili di vita;1
counselling inf per ausili;1
counselling educazione al caregiver;1
cunseling;1
dieta;1
didatticabed educazione sanitaria;1
dialogo con i paz;1
device  peg picc cateteri vescicali  prelievi ematici;1
detersione e idratazione;1
detersione;1
determinazione inr tramite prelievo capillare;1
desuture;1
desutura ferita chirurgica;1
definizione del pai;1
dauerkatheterversorgung;1
cure igienche;1
cure piaghe da decubito;1
cure piaghe;1
cure pallitive;1
cure palliative ed elaborazione lutto;1
cure palliative domiciliari;1
cure palliative  visite congiunte;1
cure palliative   dall primo accesso del team fino all accompagnamento al paz  morente;1
cure palliarive;1
cure pagliative;1
cure igieniche e mobilizzazione;1
cure igieniche del paziente ad alta intensità di cure;1
cure igieniche del paziente;1
cvc gestione;1
conuseling eliminazione  gestione catetere vescicale;1
conuseling alimentazione per os;1
controllo ventilatore;1
controllo tracheostomia;1
controllo terapia farmaci;1
controllo terapia    per os  o terapia ecc  ;1
controllo stomie   urostomia  colonstomie ileostomie  ;1
controllo stick capillare;1
controllo sostituzione sonda gastrostomica;1
controllo sng;1
controllo sintomi post  chemioterapia dolore;1
counselling e sostegno emotivo;1
controllo sintomatologia;1
controllo sacca di sangue;1
controllo pv  ispezione cutanea;1
controllo pressione;1
controllo post dimissioni;1
controllo pompa nad;1
controllo periodico medicazioni sng;1
controllo periodico medicazioni peg;1
controllo peg e tracheo;1
controllo parametri vitali e dolore;1
controllo parametri ventilatori;1
controllo sintomi e supporto psicologico;1
counselling assistenziale terapeutico;1
counselling assistenziale terapetico;1
counselling al paziente;1
counselingla;1
counseling utente e famiglia;1
counseling stili di vita;1
counseling paziente e caregiver;1
counseling integrità  cutanea medicazioni;1
counseling famigliare;1
counseling eliminazione e gestione cv;1
counseling educazionale;1
conuseling integrità cutanea  medicazione;1
counseling breve;1
counseling alimentazione per os;1
counselig;1
councelling;1
counceling supporto psicologico e non informazione educazione sanitaria prevenzione;1
costruire un alleanza con la famiglia se presente;1
costruire allenza terapeutica con la famiglia se presente cre giver ;1
costante educazione sanitaria;1
cose organizzativi  parlare und il medico di base  parlare con i parenti  parlare con il servicio di assistenza domiciliare;1
corretto utilizzo dei dispositivi medici;1
coordinamento dei piani assistenziali dei pazienti di terzo livello  ado  ail  amo  e pazienti dialisi domiciliari;1
coordinamento con mmg;1
counseling care giver;1
educazione terapia s c ;1
educazione terapia nutrizionale enterale;1
educazione terapia enterale  sng ;1
educazione terapia enterale;1
educazione terapeutico sanitaria;1
educazione terapeutico in relazione ai bisogni assistito caregiver;1
educazione terapeutico;1
educazione terapeutiche;1
educazione terapeutica volta all assistito e alla sua famiglia;1
educazione terapeutica vam;1
educazione terapeutica utente;1
educazione con  caregiver;1
educazione terapeutica su gestione medicazioni e o device;1
educazione terapeutica sanitaria;1
educazione terapeutica prevenzione  decubito e stipsi;1
educazione terapeutica in relazione al bisogno rilevato;1
educazione terapeutica in relazione ai bisogni assistito  caregiver;1
educazione terapeutica in relazione ai bisogni assistito  care giver;1
educazione terapeutica in relazione ai bisogni ass cargiver;1
educazione terapeutica farmacologica;1
educazione terapeutica e sanitaria;1
educazione terapeutica dei care giver;1
educazione terapeutica assistito care giver;1
educazione terapeutica trachestomia;1
elastomero analgo sedativo sedativo terminale;1
elastomeri antalgici;1
elasto compressioni;1
elaborazione dati;1
einläufe drainspülungen pegversorgungen usw;1
effettuazioni tampone antigenico;1
effettuazioni clisma evacuativo;1
effettuazione elettrocardiogramma a domicilio;1
effettuazione di ipodermoclisi;1
effettuazione di elettrocardiogrammi;1
effettuazione di clismi evacuativi;1
educazione tp enterale;1
effettuazione clistere evacuativo;1
edukation patient und vor allem angehörige;1
educazuione terapeutica in relazione ai  bisogni assistito caregiver;1
educazioni terapeutiche pz  care giver;1
educazioni sanitari per qualsiasi bisogno;1
educazioni al care giver;1
educazione varia care givers e assistiti;1
educazione utenti care giver;1
educazione utente caregiver;1
educazione utente;1
educazione uso di glucometro;1
educazione urinaria;1
effettuazione di clismi evacuanti ed addestramento ai caregiver per prevenzione e trattamento stipsi;1
educazione sanitaria utente;1
educazione sanitaria supporto psicologico all assistito al caregiver e familiari;1
educazione sanitaria supporto alla famiglia;1
educazione sanitaria sulla gestione cv  peg sng  stomie;1
educazione sanitaria sull utilizzo degli ausili;1
educazione sanitaria sull alimentazione;1
educazione sanitaria sull  utilizzo degli ausili;1
educazione sanitaria sull  alimentazione;1
educazione sanitaria stomie;1
educazione sanitaria sng peg  net;1
educazione sanitaria sia al pziente che al care giver;1
educazione terapeutica alla gestione del catetere vescicale;1
educazione sanitaria rinforzo;1
educazione sanitaria pz e caregiver;1
educazione sanitaria pz;1
educazione sanitaria prevenzione lesioni da decubito;1
educazione sanitaria prevenzione lesioni cutanee;1
educazione sanitaria prevenzione lesioni;1
educazione sanitaria prevenzione e gestione  lesione da pressione;1
educazione sanitaria prevenzione;1
educazione sanitaria per la gestione di peg  stomie  comprese tracheostomie  ed eventuale assistenza in caso di assenza di care giver adeguato;1
educazione sanitaria per i pazienti e suoi famigliari;1
educazione sanitaria pazienti cronici  es diabete ;1
educazione sanitaria rivolta al care giver per la corretta mobilizzazione e utilizzo presidi;1
educazione terapeutica al paziente e ai care giver e o familiari;1
educazione terapeutica al caregiver o al paziente stesso;1
educazione terapeutica al caregiver assistito;1
educazione terapeutica ai bisogni  assisto caregiver;1
educazione terapeutica addestramento;1
educazione terapeutica ad assistito e o caregiver in relazione ai diversi bisogni;1
educazione terapeutica  sanitaria;1
educazione terapeutica  prevenzione  counseling  sorveglianza infermieristica  rivalutazione;1
educazione terapeutica  informazione e attivazione pz care giver supporto e sorveglianza nel tempo;1
educazione terapeuitca;1
educazione terapentica;1
educazione sanitaria utilizzo degli apparecchi elettromedicali;1
educazione sulla salute;1
educazione sulla mobilizzazione del paziente;1
educazione sull esecuzione dell igiene;1
educazione su terapia orale i m s c;1
educazione su posture;1
educazione stomie;1
educazione stomia;1
educazione stili di vita corretti;1
educazione somministrazione terapia parenterale totale;1
educazione somministrazione terapia;1
educazione sociosanitari a e terapeutica;1
educazione socio assistenziale e prevenzione udp;1
educazione sulla terapia orale;1
espertizazione dei care giver;1
eseguire clisteri e evacuazione digitale;1
esecuzioni terapie endovenose con reperimento di accesso venoso periferico;1
esecuzioni di ecg a domicilio in pazienti non trasportabili;1
esecuzioni clisteri;1
esecuzione urinocolture;1
esecuzione terapie im e sc;1
esecuzione terapia intramuscolare;1
esecuzione terapia ev;1
esecuzione terapia endovenosa  npt  reidratante  farmaci ;1
esecuzione terapia endovenosa;1
elastomero in pz in cure palliative;1
esecuzione tamponi covid;1
esecuzione tamponi colturali e prelievi ematici;1
esecuzione sottocute;1
esecuzione prestazione occasionale di prelievo venoso;1
esecuzione prelivi ematici;1
esecuzione prelievo venoso;1
esecuzione prelievo ematico arterioso;1
esecuzione prelievi venosi occasionali e periodici;1
esecuzione prelievi tao;1
esecuzione prelievi ematochimici e biologici;1
esecuzione prelievi ematici ed altre indagini di laboratorio;1
esecuzione terapia;1
fasciature elastocompressive e non;1
fasciature elastocompressive;1
fasciature e bendaggi elastocompressivi;1
fasciature compressive;1
fasciature bendaggi adesivi ed elastici;1
fasciature bendaggi adesivi e elastici;1
fasciature bendaggi;1
fasciature  semplici;1
fasciature  bendaggio;1
fasciature  bendaggi adesivi e elastici;1
fasciature  bendaggi;1
esplorazione rettale clistere evacuativo;1
fasciatura semplici e bendaggi;1
fasciatura semplici;1
fasciatura elasto compressiva;1
fasciatura bendaggio;1
fasciatura  bendaggio;1
farmaci via sottocutanea;1
farmaci ev im sc;1
facilitazioni ai servizi sanitari ;1
facilitatore medico paziente;1
f;1
evacuazione   gestione c  vescicale;1
esplorazione rettale e rettòclisi evacuativa;1
fasciatura vascolare arti inferiori;1
esecuzione clisteri con sonda;1
esecuzione clisteri;1
esecuzione clistere evaquativo;1
esecuzione clistere evacuativi;1
esecuzione clismi evacuativi;1
esecuzione bendaggi elastocompressivi;1
esecuzione antibiotico terapia ev;1
esami strumentali  ematici;1
esami sangue e urina;1
esami emocolturali;1
esami ematochimici e tamponi culturali;1
esecuzione prelievi e v ;1
esami ematici e urine;1
esami di laboratorio semplici e prelievi di campioni per esami ematochimici e colturali;1
esami;1
eparina;1
enteroclismo;1
enteroclismi e sua gestione;1
endovenosa;1
endovene e intramuscolo;1
elettrocardiogramme;1
elenco delle richieste da far compilare al mmg;1
elementi di educazione sanitaria;1
esami ematochimici e tamponi colturali;1
esecuzione occasionale tamponi molecolari per covid sars;1
esecuzione medicazioni semplici e complesse di lesioni vascolari  neoplastiche ecc;1
esecuzione medicazioni;1
esecuzione indagini biomurali;1
esecuzione fleet;1
esecuzione fleboclisi;1
esecuzione esami colturali;1
esecuzione esame ecg;1
esecuzione emotrasfusioni;1
esecuzione elettrocardiogramma;1
esecuzione egc;1
esecuzione clisteri evacuanti;1
esecuzione e gestione esami di laboratorio;1
esecuzione doppler arti inferiori;1
esecuzione di prelievi venosi e microbiologici  tamponi rettali  cutanei ;1
esecuzione di prelievi ematici;1
esecuzione di pratiche occasionali perette;1
esecuzione di medicazioni semplici e complesse  chirurgiche  da pressione di nnd ;1
esecuzione di esami ematici;1
esecuzione di ecg e rilevazione pv;1
esecuzione di ecg;1
esecuzione di cl evacutivi;1
esecuzione della medicazione;1
esecuzione clisteri evacuativi;1
esecuzione ega;1
educazione gestione terapie;1
educazione gestione terapia infusiva;1
educazione gestione terapia;1
educazione gestione stomia urostomia;1
educazione gestione per e sng;1
educazione gestione peg picc;1
educazione gestione peg;1
educazione gestione npt;1
educazione gestione ned;1
educazione gestione medicazioni;1
educazione gestione malattie croniche;1
educazione sanitaria in toto;1
educazione gestione fleboterapia ev e sc;1
educazione gestione catetere vescicale;1
educazione gestione alimentazione;1
educazione formazione sulla gestione terapeutica;1
educazione formazione assistito e care giver;1
educazione formazione;1
educazione familiari e pazienti;1
educazione familiari caregiver;1
educazione famigliari  profilassi e prevenzione;1
educazione famiglia badante;1
educazione eliminazione;1
educazione gestione linea infusionale;1
educazione parente;1
educazione nutrizione enterale e parenterale;1
educazione npt ned;1
educazione npt ecc;1
educazione nelle stomie x i caregire;1
educazione nelle adl;1
educazione nella prevenzione  lesioni da decubito;1
educazione nella infusione di sacche npt  lavaggi allo stacco;1
educazione ne e gestione peg;1
educazione mobilizzazione movimentazione;1
educazione mobilizzazione ed utilizzo ausili per la prevenzione lesioni da pressione;1
educazione gestione terapie infusionali;1
educazione istruzione care giver;1
educazione insegnamento al familiare;1
educazione infusione nutrizionale;1
educazione infermieristica per la gestione di stomie e peg;1
educazione infermieristica carriera  stomie  ;1
educazione igienico sanitaria;1
educazione igienico alimentare;1
educazione igienico;1
educazione igiene e mobilizzazione;1
educazione gestione tracheostomia;1
educazione gestione tracheo e drenaggi;1
educazione gestione terapie parenterali;1
educazione mobilizzazione attiva e passiva;1
educazione e addestramento del caregiver alla somministrazione e gestione delle terapie;1
educazione e addestramento caregiver;1
educazione e addestramento care gives;1
educazione e addestramento care giver;1
educazione e addestramento all utente familiare o caregiver a seconda dei bisogni dell utente e famiglia;1
educazione e addestramento all  uso di dispositivi e o di presidi;1
educazione della persona;1
educazione dell utente cliente e del caregiver;1
educazione dell eliminazione intestinale;1
educazione dell assistito e del caregiver;1
educazione del paziente   caregiver  prevenzione lesioni da pressione   gestione del paziente cateterizzato   gestione del paziente con nutrizione parenterale enterale ;1
educazione ed prevenzione alle lesioni da decubito;1
educazione del caregiver alla gestione di influsioni;1
educazione del caregiver alla gestione del sng peg;1
educazione del caregiver all aspirazione bronchiale;1
educazione del care giver per gestione dispositivi venosi e o sottocutanei e o centrali;1
educazione del care giver per assistenza sanitaria;1
educazione del care giver gestione cv;1
educazione del care giver alla corretta gestione del paziente;1
educazione dei parenti;1
educazione dei caregiver;1
educazione cure igieniche;1
educazione counseling;1
educazione del caregiver alla prevenzione delle lesioni cutanee;1
educazione ed informazione;1
educazione ed addestramento paziente caregiver;1
educazione e supporto emotivo all utente e al care giver;1
educazione e supporto all adozione di stili di vita sani;1
educazione e supervisione alla gestione delle stomie;1
educazione e sostegno care giver;1
educazione e sorveglianza;1
educazione e promozione della salute;1
educazione e prevenzione sulla gestione delle ldp;1
educazione e prevenzione;1
educazione e istruzione al care giver;1
educazione e colloquio;1
educazione e informazione del pz e del care giver;1
educazione e gestione terapia intramuscolare e o per os;1
educazione e gestione terapia infusionale;1
educazione e gestione pazienti con peg;1
educazione e gestione medicazioni semplici e complesse;1
educazione e gestione lesioni decubito e vascolari;1
educazione e gestione delle stomie;1
educazione e gestione catetere vescicale;1
educazione e formazione per la prevenzione delle ulcere da pressione;1
educazione e formazione dei caregiver per la gestione dei presidi;1
educazione e formazione care giver  sulla terapia   specialmente sulle cure palliative;1
educazione e formazione care giver;1
educazione e insegnamento gestione;1
educazione sanitaria e controllo aderenza alla terapia;1
educazione sanitaria e addestramento;1
educazione sanitaria di vari ambiti sanitari;1
educazione sanitaria del caregiver all assistenza del paziente e all utilizzo dei supporti e ausili assistenziali;1
educazione sanitaria del care giver alla prevenzione delle ldd;1
educazione sanitaria dei caregiver;1
educazione sanitaria colonstomia;1
educazione sanitaria cat vescicale;1
educazione sanitaria caregever;1
educazione sanitaria care giver per gestione pz fragile a domicilio;1
educazione sanitaria care giver  mobilizzazione;1
educazione paz  e caregiver pazienti palliativi;1
educazione sanitaria alla prevenzione cadute e corretta idratazione;1
educazione sanitaria alla mobilizzazione e prevenzione di ldp;1
educazione sanitaria alla gestione delle stomie  sng  peg ecc ecc;1
educazione sanitaria alla famiglia;1
educazione sanitaria alimentazione  alvo  mobilità cura e igiene;1
educazione sanitaria al self care e addestramento del care giver;1
educazione sanitaria al self care;1
educazione sanitaria al paziente ed al care give;1
educazione sanitaria al paziente  parenti  caregiver;1
educazione sanitaria al care giver di attrezzature elettromedicali;1
educazione sanitaria ai pazienti ed ai caregivers;1
educazione sanitaria alla prevenzione udp ;1
educazione sanitaria in materia di prevenzione e gestione dei devices;1
educazione sanitaria gestione terapia endovenosa;1
educazione sanitaria gestione stomie;1
educazione sanitaria gestione sng  tracheostomia peg;1
educazione sanitaria gestione della tracheostomia;1
educazione sanitaria generica;1
educazione sanitaria familiari caregiver e paziente nella gestione del paziente in generale;1
educazione sanitaria famigliari;1
educazione sanitaria es alvo  alimentazione  postura ecc;1
educazione sanitaria e terapeutics;1
educazione sanitaria e supporto psicologico all assistito  al caregiver e familiari;1
educazione sanitaria e counseling;1
educazione sanitaria e supporto familiari e care giver;1
educazione sanitaria e supporto alla famiglia;1
educazione sanitaria e promozione della salute;1
educazione sanitaria e promozione corretto stile di vita;1
educazione sanitaria e prevenzione;1
educazione sanitaria e gestione catetere vescicale  enterostomie o ureterostomie;1
educazione sanitaria e formazione e supporto care giver;1
educazione sanitaria e formazione del caregiver per  gestione catetere vescicale  somministrazione di farmaci per varie vie di somministrazione   ecc;1
educazione sanitaria e formazione care giver;1
educazione sanitaria e empowerment care giver;1
educazione sanitaria e couseling;1
educazione sanitaria e counselling;1
educazione sanitaria e supporto psicologico;1
educazione pz o caregiver;1
educazione pz insulinodipendente;1
educazione pz e al caregiver;1
educazione procedure terapeutiche;1
educazione prevenzione udp;1
educazione prevenzione lesioni da pressione;1
educazione prevenzione lesioni da decubito;1
educazione prevenzione lesione cutanea;1
educazione prevenzione delle lesioni da decubito;1
educazione prevenzione cadute;1
educazione prevenzione;1
educazione sanitaria ai pazienti;1
educazione persona e o caregiver;1
educazione per presidi e dispositivi medici;1
educazione per gestione caterere;1
educazione pazienti stomizzati;1
educazione paziente famiglia;1
educazione paziente e familiari;1
educazione paziente e care giver e sostegno alla famiglia;1
educazione paziente caregiver;1
educazione paziente care giver;1
educazione paz e caregivers;1
educazione paz e caregiver;1
educazione preventiva;1
educazione sanitaria ai contesti famigliari;1
educazione sanitaria ai care giver ed ai pazienti;1
educazione sanitaria ai care giver;1
educazione sanitaria addestramento caregiver;1
educazione sanitaria addestramento;1
educazione sanitaria a pz e caregiver;1
