testo_pulito;count
gestioni cateteteri venosi centrali;1
gestioni cetetere vescicale cure palliative;1
gestioni colonstomie;1
gestioni cvc e pac;1
hausbesuche nach dem familienzentrierten konzept;1
heilbehelfe besorgen;1
hnhnhnhnhh;1
i terapia infusionionale;1
idratazione con flebo;1
idratazione con posizionamento cvp;1
idratazione e terapia parenterale e endovenosa o sottocutanea;1
idratazione endovena;1
gewichtskontrolle;1
glicemie;1
glucotest;1
gne;1
gnpt;1
grstione drenaggi;1
grstione idratazuoni;1
grstione nefrostomia;1
gestrione accessi venosi centrali;1
gestrione peg;1
gestrione stomie;1
gestrione tracheostomie;1
getione cateteri vescicali;1
getione e sostituzione catetere vescicale;1
getione peg;1
getione stomie;1
gestioni terapie enteraleparenterale;1
gestioni terapie ev;1
gestioni uretorostomie;1
gestire cannula tracheale;1
gestire le paure i dubbi del care giver;1
gestito cateterismo vescicale;1
gestnutrizparenterale;1
gestoni  stomie peg;1
igiene e cambio stomia;1
igiene e mobbilizzazione;1
igiene e postura dell   assistito;1
igiene educazione sanitaria;1
igiene intima;1
igiene intima e del corpo;1
igiene lesioni ed sanitaria;1
igiene persona;1
igene personale;1
igiene a letto;1
igiene corporea mobilizzazione;1
igiene del letto e igiene del paziente;1
igiene del malato;1
igiene del paziente;1
igiene del pz;1
igiene di base;1
idratazione parrnterale;1
idratazione per via endovenosa;1
idratazione sotto cute;1
idratazione sottocute endovena antibiotici;1
idratazione tramite peg;1
idratazioni;1
idratazioni ev;1
igene corporea;1
idratazione endovenosa e sottocutanea;1
idratazione endovenosasc;1
idratazione evipodermoclisi;1
idratazione evsc;1
idratazione flebo;1
idratazione in sottocute;1
idratazione ipodermica;1
idratazione parenterale ipodermica o endovenosa;1
incontro con famigliari;1
incontro con medico di famiglia;1
incontro famiglia e palliativiste;1
incremento dellempowerment;1
indicazioni attivazioni rete territoriale;1
indicazioni per la mobilizzazione e per ligiene;1
indicazioni prevenzione lesioni da pressione educazione;1
indirizzare per richiesta presidi;1
impianto midiline;1
impianto minimid;1
impiantosostituzione di cateteri vescicali;1
incanalare cvp;1
incannulamento venoso;1
incontri con assistenti sociali;1
incontri con mmg;1
incontri con mmg e palliativisti a domicilio;1
im e sc e ev;1
im injektionen;1
impianti cvp ecoguidati;1
impianti di cateteri venosi periferici;1
impianti dispositivi;1
impianti e gestione presidi vascolari;1
impianti vascolari venosi pixx;1
impianto di dispositivi intravascolari;1
igiene personale del paziente;1
igiene personale e mobilizzazione;1
igiene personale si pazienti;1
igiene pz;1
igienemobilizzazione;1
ileostomia;1
im  terapia infusiva   sc;1
im e sc;1
infusione di npt;1
infusione di parenterale;1
infusione di sol fisiologica eo sglucosata ;1
colloquio professionale con familiari senza la presenza del pz;1
colloquio professionale con familiari senza presenza del pz;1
colloquio pz;1
colloquio relazionale;1
colloquio supporto alla famigliacaregiver;1
infusione antibiotici;1
infusione antibiotico terapia;1
infusione cvcperiferica;1
infusione di albumina o antibiotici ev;1
infusione di albumina umana;1
infusione di farmaci;1
infusione di liquidi;1
infusione di liquidi per idratazione;1
informazione educazione cargiver;1
informazioni care giver;1
informazioni del servizio;1
informazioni percorso richieste ausilii;1
informazioni relazione supporto;1
informazioni sulle procedure  da seguire a domicilio;1
infusionali;1
infusione albimona;1
induzione seduzione palliativa;1
inerventi di supporto alla famiglia;1
infisioni;1
informazione;1
informazione  su profilassi e profilassi;1
informazione ai familiari;1
informazione del paziente e caregiver;1
informazione ed educazione al paziente e alla famiglia;1
infusione di terapie ev;1
infusione e gestione nutrizione parenterale totale;1
infusione emoderivati;1
infusione emoderivati o albumina;1
infusione emotrasfusioni;1
infusione endovenosa  sottocutanea;1
infusione endovenosa con gestione device;1
infusione endovenosa idratazioni tramite catetere venoso periferico terapia idr;1
compilazione documentazione uvg;1
compilazione scale di disabilità;1
compilazione scale infermieristiche;1
compilazione schede e scale di valutazione;1
compilazione schede sanitarie per uvm;1
compilazione sede di valutazione;1
compilazione sistema informatico teritoriale;1
infusione di terapia ev im;1
communicazione con medico di famiglia ospedale altri operatori ecc pianificazione e documentazione;1
compilazione cartella documentazione pz pai scale di valutazione a rischio;1
compilazione cartella schede di valutazione di rischio pai aggiornare osservatorio lesioni;1
compilazione cartelle;1
compilazione cc;1
compilazione del diario infermieristico;1
compilazione diario infermieristico e cartella domiciliare;1
compilazione documentazione;1
colloquio telefonico con familiaricaregiver;1
colloquio terapeutico;1
colloquio von paziente e familiari;1
colonilio stomie;1
colonstomia;1
colonstomie;1
colostonie;1
communicatione col medico di base;1
infusione terapia per via endovenosa;1
infusione terapia per via endovenosa o sottocutanea;1
infusione terapia sc;1
infusione terapia sottocutanea;1
infusione terapie endovenose eo intramuscolari;1
infusione terapie ev periferiche;1
infusione terapie reidratantinpt;1
infusione tp ev;1
infusione scev;1
infusione soluzione per via endovenosa;1
infusione sottocutanea;1
infusione terapia endovenosa npt;1
infusione terapia endovenosa o sottocutanea;1
infusione terapia endovenosa periferica;1
infusione terapia iniettiva endovenosa e ipodermica;1
infusione terapia parenterale;1
infusione fleboclisi parenterale;1
infusione ipodermica;1
infusione ipotetiche ev ;1
infusione liquidi ev o ipo;1
infusione sacche npt;1
infusione sc;1
infusione sc e ev;1
infusione sc ev;1
infusione endovenosa sottocutanea terapia palliativa;1
infusione endovenosa tramite catetere periferico farmaci;1
infusione ev sc;1
infusione ev sc ipodermo;1
infusione ev sottocute;1
infusione farmaci;1
infusione farmaci e npt;1
infusione flebo;1
infusioni idratanti;1
infusioni in accesso venoso periferico;1
infusioni intravenosi e sottocutanei;1
infusioni ipodermo con addestramento;1
infusioni liquidi;1
infusioni medicinali;1
infusioni per idratazione;1
infusioni per idratazioni;1
infusioni enovenose;1
infusioni ev e sottocue;1
infusioni ev e sottocute;1
infusioni ev o sc;1
infusioni ev sc;1
infusioni evipo;1
infusioni farmaci;1
infusioni farmaci h;1
infusioni con elastomero;1
infusioni continue;1
infusioni continue sottocutanee;1
infusioni e terapia endovenosa;1
infusioni e terapie ev sc im;1
infusioni e v;1
infusioni endovenose od ipodermoclisi;1
infusioni endovenosi;1
infusione tramite accesso venoso;1
infusione varie;1
infusione venosa;1
infusione venose;1
infusioneiniezione farmaci specifici;1
infusionen sc und iv;1
infusioni albumina;1
infusioni antibiotici endovena;1
injektionen;1
injezioni parenterale sottocute;1
injezioni sc o im;1
injezioni sottocute e intamuscolari;1
colloquio con utente e famiglia;1
colloquio confamiliari;1
colloquio e ascolto;1
colloquio e supporto psicologico con il paziente;1
iniezioni im e sscut;1
iniezioni im sc;1
iniezioni intramuscolari e sottocutanee;1
iniezioni intramuscolari e sottocutanei;1
iniezioni prelievi;1
iniezioni sc e im;1
iniezioni sc im;1
iniziezioni intramuscolari;1
iniezione di terapia insulinica;1
iniezione intramuscolo;1
iniezione sottocutanea;1
iniezioni   im   e sc;1
iniezioni  im e sscut;1
iniezioni  sc  o im;1
iniezioni di antibiotico terapia;1
iniezioni ev scim;1
infusioni sottocutanee;1
infusioni sottocutanee o endovenose;1
infusioni sottocutanei ed endovenosi;1
infusioni tpn;1
infusioni venose o sottocutanea e gestione device  cannule periferiche  cvc port ghrosshong midline picc;1
infusioni via ipodermicaendovenosa;1
infusor;1
iniezione;1
insegnamento;1
insegnamento ed educazione al pz ed al care giver;1
insegnamento educazione care giver;1
insegnamento educazione supporto ai familiari e al paziente;1
insegnamentoeducazione;1
insegnamentoeducazione e sorveglianza;1
inserimenti cateteri vescicali;1
inserimenti sondini nasogastrici;1
colloquio paziente familiare interdisciplinare;1
colloquio pazientefamigliareinterdisciplinare;1
colloquio pazientefamiliareinterdiciplinare;1
colloquio pazienti e care giver;1
colloquio per valutazione bisogni;1
innesto cicli infusivi;1
innesto sottocute;1
inr kontrollen;1
colloquio familiari;1
colloquio infermeristico;1
colloquio infermieristico con familiari;1
colloquio infermieristico con paziente e familiari;1
colloquio informativo;1
colloquio integrato famigliare;1
colloquio mmg;1
colloquio organizzativo  relazionale;1
colloquio ed educazione al caregiver;1
colloquio ed educazione al paziente;1
colloquio famiglia;1
colloquio famigliare e pz;1
colloquio famigliare singole educativi informativi;1
colloquio famigliari;1
colloquio famigliari e pazienti;1
colloquio familiare assistito;1
insulino terapia;1
integrazione con i servizi sociali;1
interazione comunicazione con lassistito;1
interazione comunicazionerelazione con lassistito;1
interazione con medici di base e specialisti;1
interazione con mmg;1
intermediazione con i servizi per prenotazione esami;1
intermediazione paziente medici;1
inserimento rimozione o cambio catetere vescicale;1
inserimento sostituzione catetere vescicale;1
inserimentocambio cv;1
inserimentoe sostituzione catetere vescicale e sua gestione;1
inserimentosostituzione cv;1
inserzione catetere medicazioni piaghe da decubito igiene malato;1
inserzione catetere venoso periferico;1
insulina a scuola;1
inserimento dati computer;1
inserimento dati nel portale regionale siatess e siat;1
inserimento e cambio catetere vescicale;1
inserimento e gestione accessi venosi periferici;1
inserimento e gestione catetere vescicale;1
inserimento e gestione cateterismo vescicale;1
inserimento mimi mid;1
inserimento mini midd;1
inserimento  mini mid line;1
inserimento accesso venoso;1
inserimento accesso venoso eo sottocutaneo;1
inserimento ago canula;1
inserimento agocannula;1
inserimento catetere;1
inserimento cv periferici;1
inserimento cvc periferico;1
introduzione catetere vescicale;1
introduzione cv;1
introduzione sondino naso gastrico;1
introduzionesostituzione catetere vescicale a permanenza;1
inusione terapia venosa;1
ipdermoclisi;1
ipodemoclisi;1
ipodermica;1
intervento risocializzante;1
intervento su abilita pratico manuali;1
intervista;1
interviste;1
intradermica;1
intramuscolare e sottucutanea;1
intramuscolari;1
intramuscolo endovene;1
interventi educativi igiene personale alimentazone mobilizzazione;1
interventi educativi o rinforzo;1
interventi educazionali;1
interventi educazione terapeutica;1
interventi infermieristici presso scuole asili  a secondo delle patologie;1
interventi su abilità di base;1
intervento abilita di base a casa;1
intervento in urgenza tso;1
interventi di educazione a gestione terapia prevenzione lesioni cutanee e gestione bisogni assistenziali del paziente rivolta sia al paziente che al caregiver;1
interventi di educazione terapeutica;1
interventi di educazione terapeutica clisteriurocontrol prevenzione decubiti;1
interventi di prevenzione;1
interventi di rete;1
interventi educativi ai pazienti e caregiver;1
interventi educativi di psicoeducazione;1
interventi educativi famiglia utente care giver;1
istruzioneeducazione ai pazienti eo care giver;1
istruzioni al care giver;1
istruzioni al caregiver;1
istruzioni alla careghiver;1
istruzioni fornite al caregiver;1
colloquio con familiare caregiver;1
colloquio con familiare o caregiver;1
colloquio con i caregiver;1
istruzione care giver alla gestione dei pazienti;1
istruzione dei famigliari;1
istruzione del paziente o caregive allautocura;1
istruzione di attività al caregiver;1
istruzione gare giver  su prevenzione lesioni antidecubito o addestramento alla cura delle lesioni;1
istruzione gare giver nel riconoscere e soddisfare  i bisogni  assistenziali della persona;1
istruzione per la gestione e somministrazione di net;1
istruzioneeducazione ai familiari o al caregiver alimentazione eliminazione mobilizzazione uso di presidi e ausili ecc;1
istruire i famigliari;1
istruire i parenti;1
istruire il care giver;1
istruire il careviger;1
istruzione ai familiari  cargiver;1
istruzione al care giver;1
istruzione al caregiver;1
istruzione al cargiver;1
ipodermoclisi  per pazienti disidratati;1
ipodermoclisi e terapia ev;1
ipodermoclisi e terapia sottocute con elastomero;1
ipodermoglisi;1
irrigazione intestinale;1
ispezione cutanea;1
ispezioni cutanee;1
istruire caregiver;1
lavaggi cateteri vescicali;1
lavaggi cvc picc;1
lavaggi drenaggi o nefrostomie;1
lavaggi drenaggio;1
lavaggi e gestione catetere vescicale;1
lavaggi pic;1
lavaggi pic port;1
lavaggi picc;1
colloquio con paziente e colloquioformazione caregiver;1
colloquio con paziente e familiari;1
colloquio con pazientefamigliaremedico;1
colloquio con pazienti e parenti;1
colloquio con pz e familiari;1
colloquio con specialisti;1
körperpflege;1
lastocompressione;1
colloquio con medico di base;1
colloquio con medico di base e con visite specialistiche;1
colloquio con medico di base per avvenute variazioni sulle condizioni o bisogni del paziente;1
colloquio con medico specialista;1
colloquio con mmg e altri specialisti;1
colloquio con mmg specialisti di riferimento;1
colloquio con mmgmedico specialistaaltre figure professionali;1
colloquio con palliativista;1
colloquio con i parenti;1
colloquio con il medico di base;1
colloquio con il medico di medicina generale;1
colloquio con il medico specialista;1
colloquio con il paziente;1
colloquio con il pz;1
colloquio con la famiglia;1
colloquio con lassistito;1
lesione vascolare;1
lesioni arteriose;1
lesioni da pressioni;1
lesioni da ulcere da decubito;1
lesioni decubiti;1
lesioni diabetiche;1
lesioni neoplastiche;1
lesioni piede diabetico;1
lavaggio port e plic;1
lavaggio porth;1
lavaggio porth a cath;1
lavaggio vecsicale;1
lavoro con i familiari;1
lesione arteriose;1
lesione da decubito;1
lesione piede diabetico;1
lavaggio cvcpiccport;1
lavaggio e medicazione di picc;1
lavaggio e medicazione pic port;1
lavaggio medicazione cvc;1
lavaggio midline;1
lavaggio picc;1
lavaggio picc e port;1
lavaggio port e picc;1
lavaggi picc  portacath;1
lavaggi port;1
lavaggi vescicali;1
lavaggimedicazioni cateteri venosi centrali;1
lavaggio accessi venosi periferici;1
lavaggio accesso venosi e medicazione;1
lavaggio cat porth;1
lavaggio catetere venoso;1
med aa inf;1
med accessi venosi;1
med arti inf;1
med complesse;1
med drenaggi chirurgici e stomie;1
med e bendaggi per ulcere arti inferiori;1
med ferite chirurgiche;1
med lesioni diabetiche;1
mantenere contatti con medici di base e diversi team multiprofessionali;1
mantenimento delle vie aeree aspirazioni;1
mantenimento seduzione palliativa;1
manuntenzione devacee;1
manutenzione picc port;1
manutenzione piccmidlineecc;1
massaggi;1
med  semplice;1
management delle terapie orali infusionale;1
managment della salute;1
manovre facilitator dellalvo;1
manovre facilitatorie dellalvo;1
manovre facilitatorie per lalvo;1
manovre per favorire eliminazione urinaria e intestinale;1
manovre per favorire levacuazione;1
manovre per leliminazione urinaria posizionamentosostituzionerimozione catetere vesciale;1
lesioni post trauma;1
lesioni sacrali;1
lesioni trauma;1
lesioni trofiche;1
lesioni ventose  artrioseneoplastica;1
liq ev;1
macchina della tosse;1
management delle terapie orali;1
medicaz semplici;1
medicaziini semplici e complesse;1
medicazini e gestione picc  midline e portcat;1
medicazioe ldp;1
medicazioini;1
medicazioini semplici  rilevazione  delle complicanze;1
medicazioli ldp;1
medicazione  accessi centrali;1
mediacazioni semplici o complesse;1
mediazione peg;1
mediazione semplice;1
mediazioni;1
mediazioni ldd;1
medicacazioni decubito;1
medicare le ferite;1
medicaz complesse;1
med traumatiche;1
med ureterostomia;1
med vascolari;1
medavanzate;1
medcazione;1
medgestione cvc;1
medgestione peg;1
mediacazioni semplici;1
med lesioni vascolari;1
med midline;1
med nefrostomie;1
med piede diabetico;1
med sacro;1
med semplici  e gestione complicanze assit;1
med stomie;1
med tracheo;1
colloquio con assistito e famiglia riguardo al percorso assistenziale da intraprendere o già intrapreso;1
colloquio con car giver;1
colloquio con famiglia e mmg o medico sppecialista;1
colloquio con famigliare o caregiver;1
colloquio con famigliari;1
medicazione  piaga da decubito;1
medicazione  pic e port;1
medicazione  picc;1
colloquio  infermieristico;1
colloquio ascolto caregiver;1
colloquio caregiver;1
colloquio carghiver;1
colloquio cire giver;1
colloquio col famigliare;1
colloquio col paziente;1
colloquio con altri professionisti;1
colloqui informativi e di educazione;1
colloqui organizzativi;1
colloqui parenti caregiver;1
colloqui per domandare i bisogni assistenziali e di tipo sanitario;1
colloqui per valutazione consapevolezza di malattiaterminalita  volontà del paziente a;1
colloqui professionali;1
colloqui telefonici;1
colloquio  con paziente familiari;1
medicazione  ferite chirurgiche;1
medicazione  lavaggi cateteri venosi centrali;1
medicazione  lavaggio di cvc;1
colloqui e network multidisciplinarigestione rete ospedale territorio;1
colloqui famigliari;1
colloqui familiari;1
colloqui in equipe;1
colloqui informativi;1
medicazione cute lesa;1
medicazione cvc e picc;1
medicazione cvc picc;1
medicazione cvc picc e medicazione line;1
medicazione cvc picc mideline;1
medicazione cvcpiccmidline;1
medicazione cvp;1
medicazione dei dispositivi;1
medicazione catetere venoso centrali;1
medicazione ch semplice;1
medicazione chirurgia;1
medicazione chirurgiche;1
medicazione comlessa;1
medicazione complessa  lesione da decubito;1
medicazione complessa e semplice;1
medicazione complessa multipla;1
medicazione accessi venosi centralizzati;1
medicazione accessi vesosi;1
medicazione accesso venosi;1
medicazione accesso venosi centrali e periferici;1
medicazione accesso venoso centraleperiferico;1
medicazione alta complessità;1
medicazione avanzate ldp;1
medicazione catetere vascolare;1
medicazione  sostituzione peg;1
medicazione a pressione negativa vac;1
medicazione accesi venosi;1
medicazione accessi piccport;1
medicazione accessi vascolari picc midline;1
medicazione accessi venosi centrale;1
medicazione accessi venosi centrali  picc cvcgroshong ;1
medicazione accessi venosi centrali picc;1
medicazione e gestione cvc  port a cache;1
medicazione e gestione delle peg;1
medicazione e gestione drenaggi;1
medicazione e gestione drenaggi di vari genere;1
medicazione e gestione oeg;1
medicazione e gestione picccvc;1
medicazione e gestione piccmidlineport a cath;1
medicazione e gestione vac;1
medicazione dispositivi centrali o periferici;1
medicazione dispositivo;1
medicazione e bendaggi;1
medicazione e bendaggi agli aaii;1
medicazione e controllo accessi venosi centrali;1
medicazione e gestione accessi venosi;1
medicazione e gestione accessi venosi profondi;1
medicazione e gestione cateteri venosi a permanenza  cvc picc ecc;1
medicazione di lesione cutanee;1
medicazione di lesioni cutanee medie e complesse;1
medicazione di lesioni da decubito;1
medicazione di lesioni da pressione;1
medicazione di lesioni di varia natura;1
medicazione di piede diabetico;1
medicazione di ulcere;1
medicazione digiunostomie stomie in generale;1
medicazione delle ferite;1
medicazione delle ferite chirurgiche e rimozione punti di sutura;1
medicazione delle lesioni cutanee;1
medicazione device;1
medicazione device vascolare;1
medicazione di ferite;1
medicazione di ferite chirurgiche ulcere da decubito e vascolari croniche;1
medicazione di ferite difficili;1
medicazione lesione  _ grado;1
medicazione lesione cutanea;1
medicazione lesione oncologiche;1
collaborazione con servizi sociali territoriali;1
collaborazione interdisciplinare medico operatore socio sanitario operatore sociale ospedale;1
collaborazione mmg;1
collaborazione multidisciplinaremmgservizi socialimedicina specialistica altre figure sanitarie;1
collegamento con medico di base ass sociale oss serv sociali;1
medicazione gestione e cambio peg;1
medicazione l d d;1
medicazione lavaggio  catetere  venoso;1
medicazione lavaggio port;1
medicazione ldd e vascolare;1
medicazione ldd sacro;1
medicazione lddchirurgicatraumi accidentali;1
medicazione ldp  fer chirurgiche;1
medicazione e trattamento ldp;1
medicazione fasciatura bendaggio;1
medicazione ferita ch;1
medicazione ferite chirugiche e rimozione punti;1
medicazione ferite chirurgica;1
medicazione ferite chirurgica complessa con presidi;1
medicazione ferite traumatiche;1
medicazione ferite traumatiche eo croniche;1
medicazione e lavaggi cvc;1
medicazione e lavaggio cateteri venosi centrali e periferici;1
medicazione e lavaggio di accessi vascolari centrali ed ad inserzione periferica;1
medicazione e lavaggio picc  midline;1
medicazione e mobilizzazione peg;1
medicazione e sostituzione cannule tracheali;1
medicazione e sostituzione peg;1
medicazione e sostituzione pegg;1
colloqui di sostegno al paziente e famiglia;1
medicazione lesioni  bendaggi;1
medicazione lesioni chirurgiche;1
medicazione lesioni complesse di varia natura  drenaggi e ferite chirurgiche;1
medicazione lesioni complesse e semplici;1
medicazione lesioni da decubito eo ferite chirurgiche;1
medicazione lesioni da decubito lesioni vascolari ferite chirurgiche;1
medicazione lesioni da decubitovascolari;1
colloqui con paziente famigliari caregiver;1
colloqui con pazientifamigliari;1
colloqui con persona assistita e caregiver per assestement e presa in carico;1
colloqui con pz e parenti;1
colloqui con utenti;1
colloqui conoscitivi;1
colloqui di confronto ed organizzativi con mmg;1
colloqui di educazione alla salute per stimolare stili di vita sani personalizzati;1
colloqui con gli utenti e familiari;1
colloqui con i familiari;1
colloqui con i familiari per supporto ed educazione alla gestione del paziente;1
colloqui con i medici di base e altri specialisti;1
colloqui con il paziente;1
colloqui con mmg o specialista;1
colloqui con p te  familiari per consapevolezza di malattia e volontà condivise nel percorso di cura;1
colloqui con paziente e familiari;1
collnutrizione parenterale;1
colloqio;1
colloqui centrati sulla famiglia ovvero con  o piú membri della famiglia con lobiettivo di aiutarli a ritrovare il loro equilibrio nella fase acuta o cronica della malattia;1
colloqui con altri operatori;1
colloqui con caregiver telefonici e altre figure sanitarie;1
colloqui con caregivers;1
colloqui con famiglia;1
colloqui con famiglie e assistito;1
medicazione piaghe da decubito e ulcere venose;1
medicazione pic e midline;1
medicazione picc e o accessi vascolari centrali;1
medicazione picc o catetere centrale;1
medicazione picc o midline;1
medicazione port;1
medicazione port a cath;1
medicazione semplica;1
medicazione midline;1
medicazione midlinepicc;1
medicazione ndd;1
medicazione nefrostomie;1
medicazione peg pic tracheostomia;1
medicazione per lesione da decubito;1
medicazione per lesioni da decubito;1
medicazione per problematiche vascolari;1
medicazione lesioni neoplastiche e chirurgiche;1
medicazione lesioni sacrali;1
medicazione lesioni semplici;1
medicazione lesioni traumatiche;1
medicazione lesioni vascolari e da decubito;1
medicazione lesioni vascolari e da pressione;1
medicazione lesvascolare;1
medicazione mediasemplice complessa;1
medicazione lesioni da pressione e ferite chirurgiche desuture;1
medicazione lesioni da pressioneneoplastiche;1
medicazione lesioni decubiti;1
medicazione lesioni difficili;1
medicazione lesioni e ferite chirurgiche;1
medicazione lesioni e ulcere;1
medicazione lesioni ldd vascolari skin tears etc;1
medicazione lesioni neoplastiche;1
collaborazione col medico di famiglia;1
collaborazione con altre figure sanitarie;1
collaborazione con assistente sociale;1
collaborazione con assistenti sociali;1
collaborazione con medici alle procedure complesse domiciliari che necessitano della presenza del medico;1
collaborazione con medici specialisti;1
collaborazione con medico curante visite congiunte;1
collaborazione con palliativisti per trp di fine vita;1
clisteriesplorazioni;1
clisterilavaggi vescicali;1
clistero evacuativo;1
cliteri;1
coaching dei parenti e del caregiver;1
coinvolgimento attivo paziente e caregiver;1
collabirazione tra professionisti e università;1
collaborazione a prestazioni varie;1
clisteri educazione;1
clisteri evacuati;1
clisteri evacuaticvi;1
clisteri evacuativi con sonda;1
clisteri evacuativi e medicati;1
clisteri evaquativi;1
clisteri lavaggi vescicali;1
clisteri rettoclisi;1
medicazione semplice  plurime e complesse;1
medicazione semplice complesse;1
medicazione semplice e avanzata;1
medicazione semplice e conplesse;1
medicazione semplice eo complessa ulcera da decubito;1
clisteri e monitoraggio alvo;1
clisteri ed educazione alla stipsi;1
clisteri ed esplorazione rettale;1
medicazionegestione sonda peg;1
medicazionei;1
medicazionei lesioni cutanee;1
medicazionelavaggio accessi venosi centrali;1
medicazioni   ;1
medicazioni   e bendaggi;1
medicazioni  a domicilio;1
medicazioni  bendaggi;1
medicazione ulcere arteriose;1
medicazione ulcere arteriose venose;1
medicazione ulcere arti inferiori;1
medicazione ulcere da compressione;1
medicazione ulcere da pressionevenose arteriose;1
medicazione ulcere e ferite chirurgiche;1
medicazione ulcere vascolari aa ii con bendaggio;1
medicazione ulcere venosearteriose;1
medicazione stomianefrostomia;1
medicazione stomie diugionouropeg;1
medicazione tracheostomie;1
medicazione tracheotomie;1
medicazione udplesioniustioni;1
medicazione ulcera da stasi venosemiste;1
medicazione ulcera trofiche;1
medicazione ulcera venosa;1
medicazione semplice o complessa;1
medicazione semplici e complesse bendaggio elastocompressivo;1
medicazione semplici e gestione complicanze assistenziali;1
medicazione semplici e gestione delle complicanze;1
medicazione semplici e gestione delle complicanze assisstenziali;1
medicazione sempliciavanzata;1
medicazione sondino peg tracheostomie sng;1
medicazione stoma;1
medicazioni avanzate e semplici;1
medicazioni avanzate lesioni da pressione;1
medicazioni bendaggi;1
medicazioni catetere venosi centrali;1
medicazioni catetere vescicale;1
medicazioni cateteri centrali;1
medicazioni cateteri centrali e somministrazione tpn;1
medicazioni cateteri centrali periferiferici;1
medicazioni accesso vascolari;1
medicazioni anche con bendaggi;1
medicazioni arti inferiori  e ferite chirurgiche;1
medicazioni arti inferiori e superiori;1
medicazioni avanzata;1
medicazioni avanzate di lesioni da pressione e vascolari;1
medicazioni avanzate e chirurgiche;1
medicazioni avanzate e non;1
medicazioni a ldp;1
medicazioni a lesioni traumatiche;1
medicazioni a pressione positiva;1
medicazioni accessi centrali;1
medicazioni accessi cvc;1
medicazioni accessi venosi centrali es picc port;1
medicazioni accessi venosi piccmidline;1
medicazioni accessi venosi profondi;1
medicazioni  bendaggi elastocmpressivi;1
medicazioni  ferite chirurgiche;1
medicazioni  ldd;1
medicazioni  lesioni decubito;1
medicazioni  piaghe da decubito;1
medicazioni  picc;1
medicazioni  semplici complesse;1
medicazioni  sostituzioni  peg;1
medicazioni complesse ulcere e udp;1
medicazioni complesse vac avel;1
medicazioni complessi;1
medicazioni compressive;1
medicazioni con tpn;1
medicazioni con vac;1
medicazioni conplesse;1
medicazioni coplesse;1
medicazioni complesse e bendaggi;1
medicazioni complesse e bendaggio elastocompressivo;1
medicazioni complesse e medicazioni chirurgiche;1
medicazioni complesse ldp;1
medicazioni complesse lesioni da pressione in varie parti del corpo;1
medicazioni complesse lesioni di varia natura;1
medicazioni complesse o semplici;1
medicazioni complesse oncologiche o decubiti;1
medicazioni chirurgiche post intervento;1
medicazioni complese;1
medicazioni complesse  lesioni da  decubito ;1
medicazioni complesse  semplici o con vac;1
medicazioni complesse avanzate;1
medicazioni complesse con bendaggio;1
medicazioni complesse da lesioni da decubito;1
medicazioni complesse di lesioni;1
medicazioni cateteri venosi ventrali;1
medicazioni cateteri venoso centrali;1
medicazioni ch post intervento;1
medicazioni chirrurgiche;1
medicazioni chirugiche;1
medicazioni chirurgiche drenaggi addominali o toracici compresa medic a piatto;1
medicazioni chirurgiche e posizionamento di vac therapy;1
medicazioni chirurgiche e rimozione punti;1
medicazioni cvc cvp;1
medicazioni cvc e picc;1
medicazioni cvccvp;1
medicazioni da decubito;1
medicazioni da lesioni da decubito;1
medicazioni da lesioni vascolari;1
medicazioni da pressioni;1
medicazioni da udp;1
clistere evacuativo e svuotamento manuale;1
clistere evacuatore;1
clistere evacutivo;1
clistere medicato;1
clistere svuotamento manuale;1
clistereglicemia capillare;1
clisteresvuotamento intestino manuale;1
medicazioni cteteri venosi centralipiccmidline;1
clistere di pulizia;1
clistere di pulizia e svuoto manuale dellampolla;1
clistere e controllo alvo;1
clistere ed educazione per prevenzionestipsi;1
clistere evacuativi;1
clistere evacuativi medicati;1
clistere evacuativo  er;1
clistere evacuativo e medicamentoso;1
clisma evacuativa;1
clisma intestinale;1
clisma medicato;1
clismaclistere;1
clismi evacuanti;1
clismi evacuantimedicatirimozione fecalomi;1
clismi evacuativi svuotamenti manuali ampolla;1
clistere con sonda;1
medicazioni di vario genere  sia lesioni da pressione lesioni neoplastiche che accessi venosi centrali drenaggi stomie ecc;1
medicazioni di vario genere ldd device vascolari ferite chirurgiche ferite vascolari traumatiche etc;1
medicazioni diabetiche;1
medicazioni dispositivi intravascolari;1
medicazioni drenaggi e ferite chirurgiche;1
medicazioni drenaggio biliari;1
medicazioni drenaggio pleurici;1
medicazioni e bendaggi ulcere arti inferiori;1
medicazioni di lesioni da pressione vascolari sia arteriose che venose chirurgiche neoformazioni traumatiche;1
medicazioni di metastasi secernenti;1
medicazioni di ogni genere;1
medicazioni di pic line e porth;1
medicazioni di picc e midline;1
medicazioni di presidi come cvc picc;1
medicazioni di qualsiasi natura;1
medicazioni di ulcere venose e arteriose;1
medicazioni di ferite chirurgiche;1
medicazioni di granulomi dati da stomie;1
medicazioni di ldd;1
medicazioni di ldp in varie sedi;1
medicazioni di leisioni vascolari arti inferiori;1
medicazioni di lesione cutanee;1
medicazioni di lesioni cutanee;1
medicazioni di lesioni da decuto iiiiiiiv grado;1
medicazioni da ulcere vascolari;1
medicazioni decibiti;1
medicazioni decubiti ulcere postchirurgiche ecc;1
medicazioni decubito ulcere piede diabetico chirurgiche bendaggi elastocompressivi;1
