word;word_corretta;acronimo;commento
tp;Terapia;;
tpim;Terapia intramuscolare;;
tpn;ELIMINARE;;
traceale;Tracheale;;
trache;Tracheale;;
tracheale;Tracheale;;
tracheali;Tracheale;;
tracheiostomica;Tracheostomia;;
tracheistomia;Tracheostomia;;
trachemizzato;Tracheostomizzato;;
tracheo;Tracheostomia;;
tracheobronchiale;Tracheo Bronchiale;;
tracheobronchiali;Tracheo Bronchiale;;
tracheodtonie;Tracheostomia;;
tracheostomia;Tracheostomia;;
tracheostomica;Tracheostomia;;
tracheostomiche;Tracheostomia;;
tracheostomie;Tracheostomia;;
tracheostomiia;Tracheostomia;;
tracheostomizzati;Tracheostomizzato;;
tracheostomizzato;Tracheostomizzato;;
tracheostonie;Tracheostomia;;
tracheotomia;Tracheostomia;;
tracheotomie;Tracheostomia;;
trachestomia;Tracheostomia;;
trachestomizzato;Tracheostomizzato;;
trachoestizzati;Tracheostomizzato;;
traheostomie;Tracheostomia;;
training;Training;;
tramite;Tramite;;
tramiteb;Tramite;;
traning;Training;;
transdermal;Transdermica;;
transuretrale;Transuretrale;;
transuretrali;Transuretrale;;
trasdermica;Transdermica;;
trasdermico;Transdermica;;
trasferimenti;Trasferimento;;
trasferimento;Trasferimento;;
trasfusione;Trasfusione;;
trasfusioni;Trasfusione;;
trasmissione;Trasmissione;;
trasportabili;Trasportabile;;
trasporti;Trasporto;;
trasporto;Trasporto;;
tratamento;Trattamento;;
trattam;Trattamento;;
trattamenti;Trattamento;;
trattamento;Trattamento;;
trauma;Trauma;;
traumatiche;Traumatico;;
traumi;Trauma;;
tremite;Tramite;;
trofiche;Trofico;;
troficovascolari;ELIMINARE;;
trp;ELIMINARE;;
tso;Trattamento Sanitario Obbligatorio ;TSO;
tumorali;Tumorale;;
turno;Turno;;
tutor;Tutor;;
tutori;Tutor;;
tx;Torace;TX;
ucc;ELIMINARE;;
ucp;ELIMINARE;;
udp;ELIMINARE;;
ulcera;Ulcera;;
ulcerative;Ulcerativa;;
ulcere;Ulcera;;
ulceri;Ulcera;;
ultimi;Ultimo;;
umana;Umano;;
und;ELIMINARE;;
università;Università;;
unterstützung;Supporto;;
uocp;ELIMINARE;;
uol;ELIMINARE;;
up;ELIMINARE;;
ureterali;Uretrale;;
uretero;Uretere;;
ureterostomia;Ureterostomia;;
ureterostomie;Ureterostomia;;
uretorostomie;Ureterostomia;;
uretrale;Uretrale;;
uretrali;Uretrale;;
urgenti;Urgente;;
urgenza;Urgenza;;
urina;Urina;;
urinari;Urinario;;
urinaria;Urinario;;
urinarie;Urinario;;
urinario;Urinario;;
urine;Urina;;
urinocoltura;Urinocoltura;;
urinocolture;Urinocoltura;;
uro;Urina;;
urocontrol;Controllo Urinario;;
urologiche;Urologico;;
urostomia;Urostomia;;
urostomie;Urostomia;;
uscite;Uscita;;
usi;Uso;;
uso;Uso;;
ustioni;Ustione;;
usw;ELIMINARE;;
utente;Utente;;
utenti;Utente;;
utenza;Utente;;
utili;Utile;;
utilizzo;Utilizzo;;
uvcp;ELIMINARE;;
uvg;ELIMINARE;;
uvm;ELIMINARE;;
vac;ELIMINARE;;
vaccinazioni;Vaccinazioni;;
val;Valutazione;;
valori;Valore;;
valuatazione;Valutazione;;
valuatazioni;Valutazione;;
valuazione;Valutazione;;
valutare;Valutazione;;
valutativa;Valutazione;;
valutazinoe;Valutazione;;
valutaziome;Valutazione;;
valutazione;Valutazione;;
valutazioni;Valutazione;;
vam;ELIMINARE;;
variazioni;Variazione;;
varicose;Varicosa;;
vascicali;Vescicale;;
vascolare;Vascolare;;
vascolari;Vascolare;;
vasi;Vaso;;
vaso;Vaso;;
vasolari;Vascolare;;
vaultrazione;Valutazione;;
veacicale;Vescicale;;
vecicale;Vescicale;;
vecicali;Vescicale;;
vecsicale;Vescicale;;
veglia;Veglia;;
velutazine;Valutazione;;
vena;Vena;;
vendite;Vendita;;
vene;Vena;;
venenkatheter;Catetere venoso;;
venipuntura;Venipuntura;;
venisa;Venoso;;
venisi;Venoso;;
veniso;Venoso;;
venivi;Venoso;;
venoci;Venoso;;
venodi;Venoso;;
venole;Venoso;;
venosa;Venoso;;
venose;Venoso;;
venosi;Venoso;;
venosii;Venoso;;
venosisorveglianza;Controllo Venoso;;
venoso;Venoso;;
venpsi;Venoso;;
venso;Venoso;;
ventilati;Ventilato;;
ventilatore;Ventilatore;;
ventilatori;Ventilatore;;
ventilatorie;Ventilatore;;
ventilazione;Ventilazione;;
ventosa;Ventosa;;
ventose;Ventosa;;
ventrali;Ventrale;;
venös;Venoso;;
veoso;Venoso;;
verabreichen;Somministrare;;
verabreichung;Somministrazione;;
verbandswechsel;Cambio Medicazione;;
verbandwechsel;Cambio Medicazione;;
verbinden;Bendaggio;;
verbände;Bendattio;;
verifica;Verifica;;
verifiche;Verifica;;
versorgen;Fornire;;
versorgung;Fornire;;
vesc;Vescicale;;
vescali;Vescicale;;
vesciale;Vescicale;;
vesciali;Vescicale;;
vescica;Vescicale;;
vescicake;Vescicale;;
vescicala;Vescicale;;
vescicale;Vescicale;;
vescicali;Vescicale;;
vescicalj;Vescicale;;
vescicalle;Vescicale;;
vescicate;Vescicale;;
vescici;Vescicale;;
vescicsle;Vescicale;;
vescivale;Vescicale;;
vescuacale;Vescicale;;
vesicale;Vescicale;;
vesiccale;Vescicale;;
vesosi;Venoso;;
vesvicale;Vescicale;;
vie;Via;;
vigilanza;Vigilanza;;
vis;ELIMINARE;;
visione;Visione;;
visita;Visita;;
visite;Visita;;
vital;Vitale;;
vitale;Vitale;;
vitali;Vitale;;
vitalwerte;Segni vitali;;
vitalzeichen;Segni vitali;;
vitalzeichenkontrolle;Condtollo dei Segni vitali;;
vitalzeichenkontrollen;Controllo dei Segni Vitali;;
vmi;ELIMINARE;;
vmni;ELIMINARE;;
vna;ELIMINARE;;
volemico;Volemico;;
volontà;Volontà;;
vomito;Vomito;;
von;ELIMINARE;;
vor;ELIMINARE;;
vorbereitung;Preparazione;;
vscolari;Vascolare;;
vulnologica;Vulnologia;;
wechsel;Cambiamento;;
wound;Ferita;;
wundbehandlung;Trattamento delle Ferite;;
wundmanagement;Gestione delle Ferite;;
wundmanagment;Gestione delle Ferite;;
wundverband;Medicazione delle Ferite;;
wundversorgung;Cura delle Ferite;;
zentrale;Centrale;;
zinco;Zinco;;
zione;ELIMINARE;;
zu;ELIMINARE;;
zusammenarbeit;Cooperazione;;
zza;ELIMINARE;;
